time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-30T00:00:00Z,0,0,0,0
2026-09-01T00:00:00Z,0,0,0,0
2026-09-02T00:00:00Z,0,0,0,0
2026-09-03T00:00:00Z,0,0,0,0
2026-09-04T00:00:00Z,0,0,0,0
2026-09-05T00:00:00Z,0,0,0,0
2026-09-06T00:00:00Z,0,0,0,0
2026-09-07T00:00:00Z,0,0,0,0
2026-09-08T00:00:00Z,0,0,0,0
2026-09-09T00:00:00Z,0,0,3,2
2026-09-10T00:00:00Z,15,9,23,4
2026-09-11T00:00:00Z,0,0,5,4
2026-09-12T00:00:00Z,1,1,4,1
